profileName,iscedName,mainInstitutionName,levelCode,leadingInstitutionCity,mainInstitutionKind
praktyczny,Ekonomia,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,2,Leszno,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Koszalińska,3,Koszalin,Uczelnia publiczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Politechnika Koszalińska,3,Koszalin,Uczelnia publiczna
praktyczny,Elektronika i automatyka,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,2,Leszno,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Koszalińska,3,Koszalin,Uczelnia publiczna
praktyczny,Ochrona osób i mienia,Międzynarodowa Akademia Nauk Stosowanych w Łomży,2,Łomża,Uczelnia niepubliczna
praktyczny,"Moda, wystrój wnętrz i projektowanie przemysłowe",Politechnika Koszalińska,3,Koszalin,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli ze specjalizacją tematyczną,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,2,Leszno,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Politechnika Koszalińska,3,Koszalin,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Politechnika Koszalińska,3,Koszalin,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,2,Leszno,Uczelnia publiczna
praktyczny,"Programy i kwalifikacje związane z naukami społecznymi, gdzie indziej niesklasyfikowane",Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,2,Leszno,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,1,Leszno,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli ze specjalizacją tematyczną,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,2,Leszno,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Technologie teleinformacyjne nieokreślone dalej,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,2,Leszno,Uczelnia publiczna
praktyczny,Dziennikarstwo,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Ekologia i ochrona środowiska,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Kształcenie,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,3,Leszno,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Politechnika Koszalińska,3,Koszalin,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Produkcja roślinna i zwierzęca,Międzynarodowa Akademia Nauk Stosowanych w Łomży,2,Łomża,Uczelnia niepubliczna
praktyczny,"Moda, wystrój wnętrz i projektowanie przemysłowe",Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Kształcenie,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,2,Leszno,Uczelnia publiczna
praktyczny,Budownictwo i inżynieria lądowa i wodna,Międzynarodowa Akademia Nauk Stosowanych w Łomży,2,Łomża,Uczelnia niepubliczna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Politechnika Koszalińska,3,Koszalin,Uczelnia publiczna
praktyczny,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Uniwersytet Łódzki,3,Łódź,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
ogólnoakademicki,Dziennikarstwo,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli ze specjalizacją tematyczną,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,3,Leszno,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Koszalińska,3,Koszalin,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Politechnika Koszalińska,3,Koszalin,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Socjologia i kulturoznawstwo,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Inżynieria i zawody inżynieryjne nieokreślone dalej,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Literatura i językoznawstwo (lingwistyka),Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,2,Leszno,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Ekonomia,Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
ogólnoakademicki,"Moda, wystrój wnętrz i projektowanie przemysłowe",Politechnika Koszalińska,2,Koszalin,Uczelnia publiczna
praktyczny,Obszar nieznany,Akademia Nauk Stosowanych im. Jana Amosa Komeńskiego w Lesznie,3,Leszno,Uczelnia publiczna
praktyczny,Techniki audiowizualne i produkcja mediów,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Obszar nieznany,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Elektronika i automatyka,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Inżynieria i zawody inżynierskie gdzie indziej niesklasyfikowane,Państwowa Akademia Nauk Stosowanych w Przemyślu,3,Przemyśl,Uczelnia publiczna
praktyczny,Politologia i wiedza o społeczeństwie,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,"Moda, wystrój wnętrz i projektowanie przemysłowe",Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Nauka języków,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Literatura i językoznawstwo (lingwistyka),Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Techniki audiowizualne i produkcja mediów,Państwowa Akademia Nauk Stosowanych w Przemyślu,3,Przemyśl,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Państwowa Akademia Nauk Stosowanych w Przemyślu,3,Przemyśl,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Historia i archeologia,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Państwowa Akademia Nauk Stosowanych w Przemyślu,1,Przemyśl,Uczelnia publiczna
praktyczny,Socjologia i kulturoznawstwo,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Inżynieria chemiczna i procesowa,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Przetwórstwo żywności,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Ochrona osób i mienia,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Politologia i wiedza o społeczeństwie,Państwowa Akademia Nauk Stosowanych w Przemyślu,3,Przemyśl,Uczelnia publiczna
praktyczny,Technologie związane z ochroną środowiska,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Transport,Państwowa Akademia Nauk Stosowanych w Przemyślu,2,Przemyśl,Uczelnia publiczna
praktyczny,Rachunkowość i podatki,Uniwersytet WSB Merito w Toruniu,3,Toruń,Uczelnia niepubliczna
praktyczny,Kształcenie,Uniwersytet WSB Merito w Toruniu,1,Toruń,Uczelnia niepubliczna
praktyczny,Psychologia,Uniwersytet WSB Merito w Toruniu,1,Toruń,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Toruniu,3,Toruń,Uczelnia niepubliczna
praktyczny,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Marketing i reklama,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Marketing i reklama,Uniwersytet WSB Merito w Toruniu,3,Toruń,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Toruniu,3,Toruń,Uczelnia niepubliczna
praktyczny,Kształcenie,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Zdrowie nieokreślone dalej,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Turystyka i wypoczynek,Uniwersytet WSB Merito w Toruniu,3,Toruń,Uczelnia niepubliczna
praktyczny,Turystyka i wypoczynek,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Prawo,Uniwersytet WSB Merito w Toruniu,3,Toruń,Uczelnia niepubliczna
praktyczny,"Interdyscyplinarne programy i kwalifikacje związane z prowadzeniem działalności gospodarczej, administracją i prawem",Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Kształcenie gdzie indziej niesklasyfikowane,Uniwersytet WSB Merito w Toruniu,3,Toruń,Uczelnia niepubliczna
praktyczny,Kształcenie nieokreślone dalej,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Rachunkowość i podatki,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Obsługa i użytkowanie komputerów,Uniwersytet WSB Merito w Toruniu,3,Toruń,Uczelnia niepubliczna
praktyczny,Techniki audiowizualne i produkcja mediów,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Kształcenie,Uniwersytet WSB Merito w Toruniu,3,Toruń,Uczelnia niepubliczna
praktyczny,Ochrona osób i mienia,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Prawo,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Toruniu,3,Toruń,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet WSB Merito w Toruniu,2,Toruń,Uczelnia niepubliczna
ogólnoakademicki,Kształcenie,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
praktyczny,Pielęgnacja włosów i urody,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
praktyczny,"Biznes, administracja i prawo nieokreślone dalej",Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,3,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Turystyka i wypoczynek,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,3,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Rachunkowość i podatki,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
praktyczny,Transport,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
praktyczny,Pielęgniarstwo i położnictwo,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Turystyka i wypoczynek,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,3,Katowice,Uczelnia niepubliczna
praktyczny,Kształcenie,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Obszar nieznany,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
praktyczny,Obszar nieznany,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Psychologia,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,1,Katowice,Uczelnia niepubliczna
praktyczny,Rachunkowość i podatki,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
praktyczny,Pielęgniarstwo i położnictwo,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,3,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Prawo,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,1,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,3,Katowice,Uczelnia niepubliczna
praktyczny,Terapia i rehabilitacja,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,1,Katowice,Uczelnia niepubliczna
praktyczny,Pielęgnacja włosów i urody,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,3,Katowice,Uczelnia niepubliczna
praktyczny,Terapia i rehabilitacja,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Katowice,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,3,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Biochemia,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Politechnika Poznańska,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Prawo,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Łódzki,3,Łódź,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Poznańska,3,Poznań,Uczelnia publiczna
praktyczny,Psychologia,Uniwersytet WSB Merito we Wrocławiu,3,Wrocław,Uczelnia niepubliczna
praktyczny,Ochrona osób i mienia,Akademia Podlaska w Białymstoku - Akademia Nauk Stosowanych,2,Białystok,Uczelnia niepubliczna
praktyczny,Ochrona osób i mienia,Akademia Podlaska w Białymstoku - Akademia Nauk Stosowanych,3,Białystok,Uczelnia niepubliczna
praktyczny,Nauka języków,Uniwersytet WSB Merito w Poznaniu,3,Poznań,Uczelnia niepubliczna
ogólnoakademicki,Chemia,Politechnika Poznańska,3,Poznań,Uczelnia publiczna
praktyczny,"Moda, wystrój wnętrz i projektowanie przemysłowe",Uniwersytet Mikołaja Kopernika w Toruniu,1,Toruń,Uczelnia publiczna
praktyczny,Medycyna,Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu,3,Wrocław,Uczelnia publiczna
praktyczny,Tworzenie i analiza oprogramowania i aplikacji,Akademia Nauk Stosowanych w Elblągu,2,Elbląg,Uczelnia publiczna
ogólnoakademicki,Terapia i rehabilitacja,Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu,2,Wrocław,Uczelnia publiczna
ogólnoakademicki,Terapia i rehabilitacja,Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu,3,Wrocław,Uczelnia publiczna
praktyczny,Techniki audiowizualne i produkcja mediów,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Ekonomia,Akademia Finansów i Biznesu Vistula,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
praktyczny,Literatura i językoznawstwo (lingwistyka),Akademia Finansów i Biznesu Vistula,3,Warszawa,Uczelnia niepubliczna
praktyczny,Obszar nieznany,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
praktyczny,Dziennikarstwo,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
praktyczny,Techniki audiowizualne i produkcja mediów,Akademia Finansów i Biznesu Vistula,3,Warszawa,Uczelnia niepubliczna
praktyczny,Literatura i językoznawstwo (lingwistyka),Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
praktyczny,Tworzenie i analiza oprogramowania i aplikacji,Akademia Finansów i Biznesu Vistula,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Finansów i Biznesu Vistula,3,Warszawa,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Ekonomia,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Ekonomia,Akademia Finansów i Biznesu Vistula,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Akademia Finansów i Biznesu Vistula,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
praktyczny,Architektura i planowanie przestrzenne,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Techniki audiowizualne i produkcja mediów,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Akademia Finansów i Biznesu Vistula,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Rachunkowość i podatki,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Obszar nieznany,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Rachunkowość i podatki,Akademia Finansów i Biznesu Vistula,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Finansów i Biznesu Vistula,2,Warszawa,Uczelnia niepubliczna
praktyczny,Muzyka i sztuki sceniczne,Warszawska Szkoła Filmowa z siedzibą w Warszawie,2,Warszawa,Uczelnia niepubliczna
praktyczny,Techniki audiowizualne i produkcja mediów,Warszawska Szkoła Filmowa z siedzibą w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,"Moda, wystrój wnętrz i projektowanie przemysłowe",Akademia Sztuk Pięknych im. Jana Matejki w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Obszar nieznany,Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
praktyczny,Psychologia,Uniwersytet Dolnośląski DSW we Wrocławiu,2,Wrocław,Uczelnia niepubliczna
praktyczny,Praca socjalna i doradztwo,Uniwersytet Dolnośląski DSW we Wrocławiu,3,Wrocław,Uczelnia niepubliczna
praktyczny,Psychologia,Uniwersytet Dolnośląski DSW we Wrocławiu,3,Wrocław,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet Dolnośląski DSW we Wrocławiu,2,Wrocław,Uczelnia niepubliczna
ogólnoakademicki,"Moda, wystrój wnętrz i projektowanie przemysłowe",Akademia Sztuk Pięknych w Warszawie,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Wyższa Szkoła Współpracy Międzynarodowej i Regionalnej im. Zygmunta Glogera z siedzibą w Wołominie,2,Wołomin,Uczelnia niepubliczna
ogólnoakademicki,Nauka języków,Wyższa Szkoła Współpracy Międzynarodowej i Regionalnej im. Zygmunta Glogera z siedzibą w Wołominie,2,Wołomin,Uczelnia niepubliczna
praktyczny,Nauka języków,Wyższa Szkoła Współpracy Międzynarodowej i Regionalnej im. Zygmunta Glogera z siedzibą w Wołominie,2,Wołomin,Uczelnia niepubliczna
praktyczny,Ekonomia,Wyższa Szkoła Współpracy Międzynarodowej i Regionalnej im. Zygmunta Glogera z siedzibą w Wołominie,2,Wołomin,Uczelnia niepubliczna
praktyczny,Architektura i planowanie przestrzenne,Uniwersytet Przyrodniczy w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Rachunkowość i podatki,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Programy i kwalifikacje związane z rolnictwem gdzie indziej niesklasyfikowane,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące nauki przyrodnicze, matematykę i statystykę",Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Ogrodnictwo,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Ogrodnictwo,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię",Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Leśnictwo,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Ekologia i ochrona środowiska,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Ogrodnictwo,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Leśnictwo,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Ogrodnictwo,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Środowisko naturalne i przyroda,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,3,Kraków,Uczelnia publiczna
